,city,city_ascii,lat,lng,country,iso2,iso3,admin_name,capital,population,id
10402,Fālākāta,Falakata,26.53,89.2,India,IN,IND,West Bengal,,55039.0,1356059125
10410,Polūr,Polur,12.5119,79.1258,India,IN,IND,Tamil Nādu,,55000.0,1356267180
10411,Bhongīr,Bhongir,17.51,78.89,India,IN,IND,Telangāna,,55000.0,1356326602
10412,Tāsgaon,Tasgaon,17.03,74.6,India,IN,IND,Mahārāshtra,,55000.0,1356421633
10425,Nāndod,Nandod,21.8706,73.5028,India,IN,IND,Gujarāt,,54923.0,1356800561
10433,Pithāpuram,Pithapuram,17.1167,82.2667,India,IN,IND,Andhra Pradesh,,54859.0,1356440541
10439,Khurai,Khurai,24.0437,78.3301,India,IN,IND,Madhya Pradesh,,54794.0,1356021522
10443,Punganūru,Punganuru,13.3667,78.5833,India,IN,IND,Andhra Pradesh,,54746.0,1356796945
10464,Ghātāl,Ghatal,22.67,87.72,India,IN,IND,West Bengal,,54591.0,1356435927
10469,Sāgar,Sagar,14.1667,75.0333,India,IN,IND,Karnātaka,,54550.0,1356424629
10471,Mūndka,Mundka,28.6794,77.0284,India,IN,IND,Delhi,,54541.0,1356773697
10507,Islāmpur,Islampur,26.27,88.2,India,IN,IND,West Bengal,,54340.0,1356028148
10512,Sidhi,Sidhi,24.42,81.88,India,IN,IND,Madhya Pradesh,,54331.0,1356440000
10513,Rāhuri,Rahuri,19.38,74.65,India,IN,IND,Mahārāshtra,,54325.0,1356541503
10535,Kāsaragod,Kasaragod,12.5,75.0,India,IN,IND,Kerala,,54172.0,1356423448
10545,Puttūr,Puttur,13.45,79.55,India,IN,IND,Andhra Pradesh,,54092.0,1356396930
10547,Jalor,Jalor,25.35,72.62,India,IN,IND,Rājasthān,,54081.0,1356488284
10551,Samāna,Samana,30.15,76.19,India,IN,IND,Punjab,,54072.0,1356972840
10552,Kunnamkulam,Kunnamkulam,10.65,76.08,India,IN,IND,Kerala,,54071.0,1356769956
10554,Palmaner,Palmaner,13.2,78.75,India,IN,IND,Andhra Pradesh,,54035.0,1356813856
10557,Deolāli,Deolali,19.951,73.834,India,IN,IND,Mahārāshtra,,54027.0,1356029407
10571,Umred,Umred,20.85,79.33,India,IN,IND,Mahārāshtra,,53971.0,1356332003
10576,Sohna,Sohna,28.25,77.07,India,IN,IND,Haryāna,,53962.0,1356866942
10593,Pārvatipuram,Parvatipuram,18.78,83.425,India,IN,IND,Andhra Pradesh,,53844.0,1356791674
10596,Mansāla,Mansala,15.9417,77.4281,India,IN,IND,Andhra Pradesh,,53819.0,1356670969
10597,Ullāl,Ullal,12.7584,74.8752,India,IN,IND,Karnātaka,,53808.0,1356227509
10602,Dholka,Dholka,22.72,72.47,India,IN,IND,Gujarāt,,53792.0,1356709185
10603,Ottappālam,Ottappalam,10.77,76.38,India,IN,IND,Kerala,,53790.0,1356181054
10617,Manjeri,Manjeri,11.1202,76.12,India,IN,IND,Kerala,,53650.0,1356408570
10623,Ashta,Ashta,23.0175,76.7221,India,IN,IND,Madhya Pradesh,,53628.0,1356002731
10631,Ilindu Kothi,Ilindu Kothi,32.1461,76.2784,India,IN,IND,Himāchal Pradesh,,53543.0,1356856952
10634,Kāliyāganj,Kaliyaganj,25.63,88.32,India,IN,IND,West Bengal,,53530.0,1356116477
10635,Jaggayyapeta,Jaggayyapeta,16.892,80.0976,India,IN,IND,Andhra Pradesh,,53530.0,1356537421
10653,Goālpāra,Goalpara,26.17,90.62,India,IN,IND,Assam,,53430.0,1356089059
10663,Shāhpur,Shahpur,16.7,76.83,India,IN,IND,Karnātaka,,53366.0,1356480887
10680,Amalāpuram,Amalapuram,16.5787,82.0061,India,IN,IND,Andhra Pradesh,,53231.0,1356997622
10685,Bakhtiyārpur,Bakhtiyarpur,25.459,85.539,India,IN,IND,Bihār,,53223.0,1356003710
10688,Arsikere,Arsikere,13.3139,76.2369,India,IN,IND,Karnātaka,,53216.0,1356006431
10699,Patancheruvu,Patancheruvu,17.5333,78.2645,India,IN,IND,Telangāna,,53160.0,1356686498
10704,Vikārābād,Vikarabad,17.33,77.9,India,IN,IND,Telangāna,,53143.0,1356904767
10706,Bāruipur,Baruipur,22.3654,88.4325,India,IN,IND,West Bengal,,53128.0,1356275520
10718,Puttūr,Puttur,12.7648,75.1842,India,IN,IND,Karnātaka,,53061.0,1356466163
10732,Manglaur,Manglaur,29.8,77.87,India,IN,IND,Uttarākhand,,52971.0,1356014281
10741,Tilhar,Tilhar,27.9628,79.7383,India,IN,IND,Uttar Pradesh,,52909.0,1356864780
10748,Sultānganj,Sultanganj,25.246,86.738,India,IN,IND,Bihār,,52892.0,1356568049
10750,Tiruvalla,Tiruvalla,9.3856,76.5756,India,IN,IND,Kerala,,52883.0,1356161410
10752,Mandi Dabwāli,Mandi Dabwali,29.9477,74.7322,India,IN,IND,Punjab,,52873.0,1356069601
10782,Venkatagiri,Venkatagiri,13.9667,79.5833,India,IN,IND,Andhra Pradesh,,52688.0,1356644043
10804,Sihor,Sihor,21.7,71.97,India,IN,IND,Gujarāt,,52603.0,1356675162
10810,Nerkunram,Nerkunram,13.0619,80.2094,India,IN,IND,Tamil Nādu,,52570.0,1356858169
10830,Badūria,Baduria,22.74,88.79,India,IN,IND,West Bengal,,52493.0,1356034082
10835,Sironj,Sironj,24.1031,77.6905,India,IN,IND,Madhya Pradesh,,52460.0,1356323821
10844,Jangaon,Jangaon,17.7227,79.1518,India,IN,IND,Telangāna,,52394.0,1356403400
10849,Daudnagar,Daudnagar,25.03,84.4,India,IN,IND,Bihār,,52364.0,1356738424
10851,Jiyyammavalasa,Jiyyammavalasa,18.8186,83.5797,India,IN,IND,Andhra Pradesh,,52360.0,1356361410
10855,Mandamāri,Mandamari,18.9822,79.4811,India,IN,IND,Telangāna,,52352.0,1356193430
10856,Lakhminia,Lakhminia,25.4126,86.3253,India,IN,IND,Bihār,,52328.0,1356101691
10877,Korāput,Koraput,18.812,82.7105,India,IN,IND,Odisha,,52203.0,1356742628
10878,Mudhol,Mudhol,16.35,75.2833,India,IN,IND,Karnātaka,,52199.0,1356197896
10891,Phaltan,Phaltan,17.98,74.43,India,IN,IND,Mahārāshtra,,52118.0,1356097873
10897,Diu,Diu,20.7158,70.9858,India,IN,IND,Dādra and Nagar Haveli and Damān and Diu,,52074.0,1356923516
10901,Todupulai,Todupulai,9.8972,76.7139,India,IN,IND,Kerala,,52045.0,1356886530
10920,Khattan,Khattan,33.3773,75.7254,India,IN,IND,Jammu and Kashmīr,,51991.0,1356522570
10923,Vaisampākkal,Vaisampakkal,9.4562,76.5241,India,IN,IND,Kerala,,51960.0,1356160724
10924,Kumarankari,Kumarankari,9.4596,76.4986,India,IN,IND,Kerala,,51960.0,1356160637
10945,Arwal,Arwal,25.2442,84.6631,India,IN,IND,Bihār,,51849.0,1356697722
10960,Burla,Burla,21.5098,83.8726,India,IN,IND,Odisha,,51749.0,1356301513
10962,Gādarwāra,Gadarwara,22.9235,78.7849,India,IN,IND,Madhya Pradesh,,51736.0,1356199910
10975,Kālpi,Kalpi,26.12,79.73,India,IN,IND,Uttar Pradesh,,51670.0,1356999222
10988,Irinjālakuda,Irinjalakuda,10.3424,76.2112,India,IN,IND,Kerala,,51585.0,1356196702
10994,Tirupparangunram,Tirupparangunram,9.8815,78.0731,India,IN,IND,Tamil Nādu,,51543.0,1356018714
10999,Zangāreddigūdem,Zangareddigudem,17.1229,81.2953,India,IN,IND,Andhra Pradesh,,51507.0,1356877137
11042,Peranāmpattu,Peranampattu,12.9387,78.7028,India,IN,IND,Tamil Nādu,,51271.0,1356208271
11047,Rongat,Rongat,12.4667,92.9333,India,IN,IND,Andaman and Nicobar Islands,,51247.0,1356004057
11050,Dabhoi,Dabhoi,22.1376,73.4162,India,IN,IND,Gujarāt,,51240.0,1356266503
11057,Bhavāni,Bhavani,11.4455,77.6821,India,IN,IND,Tamil Nādu,,51186.0,1356666227
11058,Puthuppariyāram,Puthuppariyaram,10.8036,76.6221,India,IN,IND,Kerala,,51185.0,1356160476
11061,Sidlaghatta,Sidlaghatta,13.39,77.86,India,IN,IND,Karnātaka,,51159.0,1356672381
11071,Marpalli,Marpalli,17.5389,77.7708,India,IN,IND,Telangāna,,51090.0,1356470150
11072,Bowringpet,Bowringpet,12.9912,78.178,India,IN,IND,Karnātaka,,51087.0,1356617296
11077,Aurangābād,Aurangabad,27.894,77.369,India,IN,IND,Haryāna,,51050.0,1356561673
11078,Hodal,Hodal,27.894,77.369,India,IN,IND,Haryāna,,51050.0,1356607451
11080,Fatwa,Fatwa,25.5096,85.305,India,IN,IND,Bihār,,51047.0,1356835845
11096,Pardwāl,Pardwal,32.3286,76.1153,India,IN,IND,Himāchal Pradesh,,50920.0,1356125796
11102,Metpalli,Metpalli,18.8492,78.6262,India,IN,IND,Telangāna,,50902.0,1356583037
11111,Repalle,Repalle,16.0172,80.8294,India,IN,IND,Andhra Pradesh,,50866.0,1356083696
11130,Kuchaiburi,Kuchaiburi,22.27,86.17,India,IN,IND,Odisha,,50798.0,1356785102
11131,Vyāra,Vyara,21.12,73.4,India,IN,IND,Gujarāt,,50789.0,1356850056
11134,Sibsāgar,Sibsagar,26.98,94.63,India,IN,IND,Assam,,50781.0,1356506584
11136,Mahmudābād,Mahmudabad,27.3,81.12,India,IN,IND,Uttar Pradesh,,50777.0,1356107149
11148,Bikramganj,Bikramganj,25.2107,84.2551,India,IN,IND,Bihār,,50698.0,1356504956
11157,Chinnamanūr,Chinnamanur,9.8422,77.3857,India,IN,IND,Tamil Nādu,,50635.0,1356280366
11171,Ānaiyūr,Anaiyur,9.9615,78.1118,India,IN,IND,Tamil Nādu,,50569.0,1356235431
11172,Kosamba,Kosamba,21.48,72.95,India,IN,IND,Gujarāt,,50568.0,1356115362
11178,Jaspur,Jaspur,29.2833,78.8167,India,IN,IND,Uttarākhand,,50523.0,1356100934
11186,Forbesganj,Forbesganj,26.3,87.265,India,IN,IND,Bihār,,50475.0,1356077404
11193,Laksar,Laksar,29.749,78.024,India,IN,IND,Uttarākhand,,50450.0,1356563386
11197,Bar Bigha,Bar Bigha,25.2186,85.7332,India,IN,IND,Bihār,,50424.0,1356047864
11198,Tūndla,Tundla,27.2146,78.2368,India,IN,IND,Uttar Pradesh,,50423.0,1356798262
11215,Bāghpat,Baghpat,28.95,77.22,India,IN,IND,Uttar Pradesh,,50310.0,1356272989
11223,Bhawānīpur Rājdhām,Bhawanipur Rajdham,25.6501,87.1396,India,IN,IND,Bihār,,50234.0,1356738539
11249,Bhadrāchalam,Bhadrachalam,17.6688,80.8936,India,IN,IND,Telangāna,,50087.0,1356456973
11253,Biaora,Biaora,23.9163,76.9112,India,IN,IND,Madhya Pradesh,,50061.0,1356147862
11254,Sojat,Sojat,25.92,73.67,India,IN,IND,Rājasthān,,50061.0,1356521444
11297,Tammampatti,Tammampatti,11.4381,78.4836,India,IN,IND,Tamil Nādu,,50000.0,1356881648
11298,Sujānpur,Sujanpur,32.3127,75.6012,India,IN,IND,Punjab,,50000.0,1356488985
11299,Shiv,Shiv,26.1831,71.25,India,IN,IND,Rājasthān,,50000.0,1356291966
11300,Bhattu Kolān,Bhattu Kolan,29.3872,75.3422,India,IN,IND,Haryāna,,50000.0,1356976973
11305,Sihorā,Sihora,23.4871,80.104,India,IN,IND,Madhya Pradesh,,49988.0,1356579413
11306,Chatrā,Chatra,24.2064,84.8708,India,IN,IND,Jhārkhand,,49985.0,1356105725
11308,Parāsia,Parasia,22.1913,78.759,India,IN,IND,Madhya Pradesh,,49979.0,1356420197
11325,Hilsa,Hilsa,25.32,85.28,India,IN,IND,Bihār,,49863.0,1356503158
11333,Nohar,Nohar,29.18,74.77,India,IN,IND,Rājasthān,,49835.0,1356119870
11346,Bhainsa,Bhainsa,19.1,77.9667,India,IN,IND,Telangāna,,49764.0,1356798697
11352,Perintalmanna,Perintalmanna,10.9765,76.2269,India,IN,IND,Kerala,,49723.0,1356811920
11353,Padrauna,Padrauna,26.9042,83.9808,India,IN,IND,Uttar Pradesh,,49723.0,1356332075
11366,Perambalūr,Perambalur,11.23,78.88,India,IN,IND,Tamil Nādu,,49648.0,1356684065
11382,Kizhake Chālakudi,Kizhake Chalakudi,10.3,76.33,India,IN,IND,Kerala,,49525.0,1356982203
11388,Sulleru,Sulleru,18.5333,83.2167,India,IN,IND,Andhra Pradesh,,49500.0,1356399027
11397,Peddāpuram,Peddapuram,17.08,82.13,India,IN,IND,Andhra Pradesh,,49477.0,1356924364
11399,Payyoli,Payyoli,11.5333,75.6667,India,IN,IND,Kerala,,49470.0,1356134337
11407,Mājalgaon,Majalgaon,19.15,76.2333,India,IN,IND,Mahārāshtra,,49453.0,1356596085
11420,Prattipādu,Prattipadu,16.1878,80.3392,India,IN,IND,Andhra Pradesh,,49390.0,1356837402
11437,Kapadvanj,Kapadvanj,23.02,73.07,India,IN,IND,Gujarāt,,49308.0,1356950077
11452,Tennala,Tennala,11.0,75.9333,India,IN,IND,Kerala,,49214.0,1356288264
11466,Rāmnagar,Ramnagar,25.28,83.03,India,IN,IND,Uttar Pradesh,,49142.0,1356053460
11484,Naugachhia,Naugachhia,25.4,87.1,India,IN,IND,Bihār,,49069.0,1356566210
11496,Nizāmpur,Nizampur,21.1117,74.33,India,IN,IND,Mahārāshtra,,49004.0,1356047238
11499,Jaggisettigūdem,Jaggisettigudem,17.1167,81.3,India,IN,IND,Andhra Pradesh,,48994.0,1356368347
11525,Godda,Godda,24.827,87.2125,India,IN,IND,Jhārkhand,,48850.0,1356975722
11530,Bādurpalle,Badurpalle,17.5468,78.365,India,IN,IND,Telangāna,,48835.0,1356883509
11560,Koduvalli,Koduvalli,11.3594,75.9111,India,IN,IND,Kerala,,48678.0,1356744281
11562,Guntakal Junction,Guntakal Junction,15.1711,77.3624,India,IN,IND,Andhra Pradesh,,48658.0,1356011161
11563,Gooty,Gooty,15.121,77.634,India,IN,IND,Andhra Pradesh,,48658.0,1356133077
11573,Bantvāl,Bantval,12.8905,75.0349,India,IN,IND,Karnātaka,,48615.0,1356472512
11593,Kīlvishāram,Kilvisharam,12.9143,79.2854,India,IN,IND,Tamil Nādu,,48519.0,1356082976
11597,Khairābād,Khairabad,27.53,80.75,India,IN,IND,Uttar Pradesh,,48490.0,1356065763
11600,Jasdan,Jasdan,22.03,71.2,India,IN,IND,Gujarāt,,48483.0,1356284058
11602,Upperu,Upperu,16.6427,77.4874,India,IN,IND,Telangāna,,48473.0,1356924393
11607,Mangalapādi,Mangalapadi,12.6431,74.9194,India,IN,IND,Kerala,,48441.0,1356025082
11634,Vite,Vite,17.2711,74.5378,India,IN,IND,Mahārāshtra,,48289.0,1356006065
11651,Homnābād,Homnabad,17.7707,77.1252,India,IN,IND,Karnātaka,,48202.0,1356768839
11652,Joshīmath,Joshimath,30.555,79.565,India,IN,IND,Uttarākhand,,48202.0,1356268711
11662,Gumia,Gumia,23.8106,85.8232,India,IN,IND,Jhārkhand,,48141.0,1356019122
11668,Bokāro,Bokaro,23.7871,85.9564,India,IN,IND,Jhārkhand,,48086.0,1356531281
11692,Nāngal Township,Nangal Township,31.385,76.375,India,IN,IND,Punjab,,48000.0,1356311138
11702,Sadāseopet,Sadaseopet,17.6203,77.9539,India,IN,IND,Telangāna,,47960.0,1356040284
11704,Hoskote,Hoskote,13.0721,77.7892,India,IN,IND,Karnātaka,,47946.0,1356676321
11721,Jalandhar Cantonment,Jalandhar Cantonment,31.286,75.615,India,IN,IND,Punjab,,47845.0,1356104211
11733,Bhatkal,Bhatkal,13.9853,74.5553,India,IN,IND,Karnātaka,,47748.0,1356324455
11740,Dūngarpur,Dungarpur,23.84,73.72,India,IN,IND,Rājasthān,,47706.0,1356350758
11744,Chandrāwāda,Chandrawada,21.6525,69.6746,India,IN,IND,Gujarāt,,47699.0,1356767879
11771,Dumka,Dumka,24.42,87.34,India,IN,IND,Jhārkhand,,47584.0,1356153239
11792,Changanācheri,Changanacheri,9.4667,76.55,India,IN,IND,Kerala,,47485.0,1356848735
11799,Umarkhed,Umarkhed,19.6014,77.6888,India,IN,IND,Mahārāshtra,,47458.0,1356164903
11805,Atarra,Atarra,25.28,80.57,India,IN,IND,Uttar Pradesh,,47419.0,1356292876
11829,Azhikkōd,Azhikkod,11.9076,75.3446,India,IN,IND,Kerala,,47323.0,1356066384
11830,Azhikkal,Azhikkal,11.9076,75.3446,India,IN,IND,Kerala,,47323.0,1356663082
11847,Vikramasingapuram,Vikramasingapuram,8.67,77.33,India,IN,IND,Tamil Nādu,,47241.0,1356054066
11851,Jiāganj,Jiaganj,24.23,88.27,India,IN,IND,West Bengal,,47228.0,1356818151
11853,Manappārai,Manapparai,10.6075,78.4253,India,IN,IND,Tamil Nādu,,47216.0,1356338778
11878,Mattanūr,Mattanur,11.931,75.572,India,IN,IND,Kerala,,47078.0,1356016342
11885,Hagaribommanahalli,Hagaribommanahalli,15.04,76.2,India,IN,IND,Karnātaka,,47042.0,1356395805
11887,Pallipālaiyam,Pallipalaiyam,11.3679,77.7435,India,IN,IND,Tamil Nādu,,47038.0,1356169579
11903,Nandikotkūr,Nandikotkur,15.867,78.267,India,IN,IND,Andhra Pradesh,,46953.0,1356046899
11908,Selu,Selu,19.4551,76.4372,India,IN,IND,Mahārāshtra,,46915.0,1356131508
11913,Mēla Gūdalūr,Mela Gudalur,9.6806,77.2462,India,IN,IND,Tamil Nādu,,46900.0,1356715167
11956,Punalūr,Punalur,9.017,76.926,India,IN,IND,Kerala,,46702.0,1356688710
11957,Kampli,Kampli,15.4063,76.6001,India,IN,IND,Karnātaka,,46701.0,1356155899
11964,Nellikkuppam,Nellikkuppam,11.7667,79.6833,India,IN,IND,Tamil Nādu,,46679.0,1356710287
11969,Padra,Padra,22.23,73.08,India,IN,IND,Gujarāt,,46660.0,1356528617
11984,Obra,Obra,24.42,82.98,India,IN,IND,Uttar Pradesh,,46574.0,1356100800
11992,Aland,Aland,17.5642,76.5685,India,IN,IND,Karnātaka,,46523.0,1356608267
12002,Vuyyūru,Vuyyuru,16.3667,80.85,India,IN,IND,Andhra Pradesh,,46490.0,1356510065
12004,Kadinamkulam,Kadinamkulam,8.6,76.8167,India,IN,IND,Kerala,,46476.0,1356162518
12006,Mānvi,Manvi,15.9833,77.05,India,IN,IND,Karnātaka,,46465.0,1356314428
12030,Nilambūr,Nilambur,11.2769,76.2258,India,IN,IND,Kerala,,46366.0,1356722613
12036,Bhālki,Bhalki,18.0435,77.206,India,IN,IND,Karnātaka,,46322.0,1356429834
12048,Anandpur,Anandpur,21.2141,86.1249,India,IN,IND,Odisha,,46263.0,1356018392
12085,Jammalamadugu,Jammalamadugu,14.85,78.38,India,IN,IND,Andhra Pradesh,,46069.0,1356030028
12088,Garhwa,Garhwa,24.16,83.8075,India,IN,IND,Jhārkhand,,46059.0,1356464330
12092,Sikandra Rao,Sikandra Rao,27.7,78.4,India,IN,IND,Uttar Pradesh,,46038.0,1356029003
12100,Nawāshahr,Nawashahr,31.1167,76.1333,India,IN,IND,Punjab,,46023.0,1356582611
12103,Rānāvāv,Ranavav,21.68,69.75,India,IN,IND,Gujarāt,,46018.0,1356228797
12105,Bihāt,Bihat,25.4253,86.0208,India,IN,IND,Bihār,,46012.0,1356815038
12121,Coonoor,Coonoor,11.345,76.795,India,IN,IND,Tamil Nādu,,45954.0,1356833070
12123,Thoubāl,Thoubal,24.63,94.02,India,IN,IND,Manipur,,45947.0,1356830949
12143,Dharmaragar,Dharmaragar,24.3785,92.1783,India,IN,IND,Tripura,,45887.0,1356861084
12153,Pākaur,Pakaur,24.63,87.85,India,IN,IND,Jhārkhand,,45840.0,1356035089
12158,Shertallai,Shertallai,9.6869,76.3361,India,IN,IND,Kerala,,45827.0,1356986621
12166,Nawai,Nawai,26.3824,75.924,India,IN,IND,Rājasthān,,45787.0,1356336915
12174,Gollalagunta,Gollalagunta,17.1672,82.2847,India,IN,IND,Andhra Pradesh,,45768.0,1356024704
12181,Rājgarh,Rajgarh,24.03,76.88,India,IN,IND,Madhya Pradesh,,45726.0,1356819197
12187,Farrukhnagar,Farrukhnagar,17.0778,78.2011,India,IN,IND,Telangāna,,45675.0,1356373389
12199,Chattamangalam,Chattamangalam,11.296,75.915,India,IN,IND,Kerala,,45628.0,1356230310
12218,Kumta,Kumta,14.4264,74.4122,India,IN,IND,Karnātaka,,45538.0,1356514231
12228,Warud,Warud,21.4167,78.4,India,IN,IND,Mahārāshtra,,45482.0,1356146392
12240,Ganapathivattam,Ganapathivattam,11.67,76.28,India,IN,IND,Kerala,,45417.0,1356875394
12249,Gobārdānga,Gobardanga,22.87,88.76,India,IN,IND,West Bengal,,45377.0,1356963190
12304,Chalungalpādam,Chalungalpadam,9.549,76.3237,India,IN,IND,Kerala,,45102.0,1356162984
12312,Arantāngi,Arantangi,10.1686,78.992,India,IN,IND,Tamil Nādu,,45056.0,1356529940
12313,Nāyudupet,Nayudupet,13.9,79.9,India,IN,IND,Andhra Pradesh,,45055.0,1356576109
12319,Sundargarh,Sundargarh,22.12,84.03,India,IN,IND,Odisha,,45036.0,1356122746
12340,Mahālingpur,Mahalingpur,16.38,75.12,India,IN,IND,Karnātaka,,45000.0,1356541199
12341,Bhāyala,Bhayala,22.8335,72.3643,India,IN,IND,Gujarāt,,45000.0,1356126184
12342,Nalegaon,Nalegaon,18.4167,76.8167,India,IN,IND,Mahārāshtra,,45000.0,1356973813
12343,Muddebihāl,Muddebihal,16.33,76.13,India,IN,IND,Karnātaka,,45000.0,1356094712
12344,Kedgaon,Kedgaon,18.43,74.35,India,IN,IND,Mahārāshtra,,45000.0,1356779261
12345,Sachīn,Sachin,21.08,72.88,India,IN,IND,Gujarāt,,45000.0,1356607032
12346,Ālamūru,Alamuru,16.7833,81.9,India,IN,IND,Andhra Pradesh,,45000.0,1356170039
12348,Dīg,Dig,27.47,77.33,India,IN,IND,Rājasthān,,44999.0,1356670212
12352,Barnagar,Barnagar,23.0489,75.378,India,IN,IND,Madhya Pradesh,,44996.0,1356118388
12375,Charkhi Dādri,Charkhi Dadri,28.59,76.27,India,IN,IND,Haryāna,,44892.0,1356411988
12383,Guledagudda,Guledagudda,16.0502,75.79,India,IN,IND,Karnātaka,,44868.0,1356735858
12390,Rāmeswaram,Rameswaram,9.288,79.313,India,IN,IND,Tamil Nādu,,44856.0,1356465756
12424,Melūr,Melur,10.0313,78.3381,India,IN,IND,Tamil Nādu,,44722.0,1356060351
12428,Dhupgāri,Dhupgari,26.5889,89.0069,India,IN,IND,West Bengal,,44719.0,1356217672
12445,Dowlaiswaram,Dowlaiswaram,16.9556,81.7931,India,IN,IND,Andhra Pradesh,,44637.0,1356803824
12455,Sainthia,Sainthia,23.9451,87.6803,India,IN,IND,West Bengal,,44601.0,1356561407
12466,Jangamguda,Jangamguda,17.6238,78.6251,India,IN,IND,Telangāna,,44562.0,1356005015
12483,Shekhupur,Shekhupur,28.35,79.02,India,IN,IND,Uttar Pradesh,,44475.0,1356692392
12488,Ellenabad,Ellenabad,29.45,74.65,India,IN,IND,Haryāna,,44452.0,1356057911
12495,Karvārakundu,Karvarakundu,11.1167,76.3333,India,IN,IND,Kerala,,44434.0,1356096530
12497,Rāpūr,Rapur,14.2015,79.5351,India,IN,IND,Andhra Pradesh,,44424.0,1356388256
12499,Siyāna,Siyana,28.6269,78.0607,India,IN,IND,Uttar Pradesh,,44415.0,1356843565
12501,Angul,Angul,20.8381,85.0956,India,IN,IND,Odisha,,44390.0,1356441869
12503,Rājaldesar,Rajaldesar,28.03,74.47,India,IN,IND,Rājasthān,,44385.0,1356850348
12511,Dalli Rājhara,Dalli Rajhara,20.58,81.08,India,IN,IND,Chhattīsgarh,,44363.0,1356542563
12514,Nandigāma,Nandigama,16.7833,80.3,India,IN,IND,Andhra Pradesh,,44359.0,1356012566
12532,Barwāh,Barwah,22.2539,76.0385,India,IN,IND,Madhya Pradesh,,44297.0,1356059503
12540,Medak,Medak,18.046,78.263,India,IN,IND,Telangāna,,44255.0,1356054282
12542,Talipparamba,Talipparamba,12.0368,75.3601,India,IN,IND,Kerala,,44247.0,1356781430
12546,Jora,Jora,26.3421,77.8092,India,IN,IND,Madhya Pradesh,,44235.0,1356211132
12551,Ananipalle,Ananipalle,13.4902,79.2895,India,IN,IND,Andhra Pradesh,,44219.0,1356390426
12553,Majurwa,Majurwa,26.1036,86.9193,India,IN,IND,Bihār,,44214.0,1356897478
12567,Raisen,Raisen,23.33,77.8,India,IN,IND,Madhya Pradesh,,44162.0,1356132089
12587,Jānakammapeta,Janakammapeta,15.0125,79.8439,India,IN,IND,Andhra Pradesh,,44059.0,1356032942
12593,Sihora,Sihora,23.0,80.12,India,IN,IND,Madhya Pradesh,,44048.0,1356044182
12599,Murshidābād,Murshidabad,24.18,88.27,India,IN,IND,West Bengal,,44019.0,1356366405
12604,Ahmadpur,Ahmadpur,18.7,76.9333,India,IN,IND,Mahārāshtra,,44000.0,1356151690
12607,Seohāra,Seohara,29.22,78.58,India,IN,IND,Uttar Pradesh,,43985.0,1356800742
12623,Wānkāner,Wankaner,22.6161,70.9531,India,IN,IND,Gujarāt,,43881.0,1356694528
12630,Addanki,Addanki,15.8167,79.9833,India,IN,IND,Andhra Pradesh,,43850.0,1356837121
12636,Nidadavole,Nidadavole,16.92,81.67,India,IN,IND,Andhra Pradesh,,43809.0,1356862958
12643,Anekal,Anekal,12.7105,77.6967,India,IN,IND,Karnātaka,,43767.0,1356802211
12658,Kottangara,Kottangara,8.9167,76.6333,India,IN,IND,Kerala,,43732.0,1356163740
12668,Porsa,Porsa,26.67,78.37,India,IN,IND,Madhya Pradesh,,43695.0,1356503653
12669,Bodupāl,Bodupal,17.4139,78.5783,India,IN,IND,Telangāna,,43692.0,1356074103
12674,Rāmachandrapuram,Ramachandrapuram,16.85,82.02,India,IN,IND,Andhra Pradesh,,43657.0,1356290874
12676,Chembra,Chembra,11.042,75.911,India,IN,IND,Kerala,,43632.0,1356089705
12696,Shōranūr,Shoranur,10.77,76.28,India,IN,IND,Kerala,,43533.0,1356075746
12730,Nilothi,Nilothi,28.8167,76.8667,India,IN,IND,Haryāna,,43371.0,1356727665
12735,Jambusar,Jambusar,22.05,72.8,India,IN,IND,Gujarāt,,43344.0,1356963400
12745,Kōttōppādam,Kottoppadam,10.9979,76.3914,India,IN,IND,Kerala,,43283.0,1356352710
12768,Ambāsamudram,Ambasamudram,8.7037,77.4527,India,IN,IND,Tamil Nādu,,43215.0,1356103053
12771,Yeola,Yeola,20.042,74.489,India,IN,IND,Mahārāshtra,,43205.0,1356655107
12795,Kāyalpattanam,Kayalpattanam,8.5638,78.1246,India,IN,IND,Tamil Nādu,,43116.0,1356546663
12807,Rudauli,Rudauli,26.75,81.75,India,IN,IND,Uttar Pradesh,,43091.0,1356247478
12808,Dhāka,Dhaka,26.72,85.33,India,IN,IND,Bihār,,43074.0,1356006454
12817,Barhiya,Barhiya,25.2833,86.0333,India,IN,IND,Bihār,,43032.0,1356881084
12819,Kattivākkam,Kattivakkam,13.2167,80.3167,India,IN,IND,Tamil Nādu,,43018.0,1356595058
12826,Saoner,Saoner,21.3858,78.9201,India,IN,IND,Mahārāshtra,,43000.0,1356237945
12831,Periyakulam,Periyakulam,10.1239,77.5475,India,IN,IND,Tamil Nādu,,42976.0,1356498668
12848,Bairāgnia,Bairagnia,26.7381,85.2736,India,IN,IND,Bihār,,42895.0,1356258895
12850,Pirthīpur,Pirthipur,25.1853,78.665,India,IN,IND,Madhya Pradesh,,42883.0,1356426276
12855,Mahbūbābād,Mahbubabad,17.6167,80.0167,India,IN,IND,Telangāna,,42851.0,1356014527
12872,Limbdi,Limbdi,22.5685,71.7949,India,IN,IND,Gujarāt,,42769.0,1356357949
