,city,city_ascii,lat,lng,country,iso2,iso3,admin_name,capital,population,id
2,Delhi,Delhi,28.61,77.23,India,IN,IND,Delhi,admin,32226000.0,1356872604
4,Mumbai,Mumbai,19.0761,72.8775,India,IN,IND,Mahārāshtra,admin,24973000.0,1356226629
14,Kolkāta,Kolkata,22.5675,88.37,India,IN,IND,West Bengal,admin,18502000.0,1356060520
22,Bangalore,Bangalore,12.9789,77.5917,India,IN,IND,Karnātaka,admin,15386000.0,1356410365
29,Chennai,Chennai,13.0825,80.275,India,IN,IND,Tamil Nādu,admin,12395000.0,1356374944
39,Hyderābād,Hyderabad,17.3617,78.4747,India,IN,IND,Telangāna,admin,10494000.0,1356871768
59,Pune,Pune,18.5203,73.8567,India,IN,IND,Mahārāshtra,,8231000.0,1356081074
61,Ahmedabad,Ahmedabad,23.0225,72.5714,India,IN,IND,Gujarāt,minor,8009000.0,1356304381
81,Sūrat,Surat,21.1702,72.8311,India,IN,IND,Gujarāt,,6538000.0,1356758738
223,Lucknow,Lucknow,26.85,80.95,India,IN,IND,Uttar Pradesh,admin,3382000.0,1356891790
247,Jaipur,Jaipur,26.9,75.8,India,IN,IND,Rājasthān,admin,3073350.0,1356293537
295,Kanpur,Kanpur,26.4499,80.3319,India,IN,IND,Uttar Pradesh,,2701324.0,1356575238
324,Mirzāpur,Mirzapur,25.146,82.569,India,IN,IND,Uttar Pradesh,,2496970.0,1356427908
344,Nāgpur,Nagpur,21.1497,79.0806,India,IN,IND,Mahārāshtra,,2405665.0,1356365743
352,Ghāziābād,Ghaziabad,28.67,77.42,India,IN,IND,Uttar Pradesh,,2375820.0,1356691871
374,Supaul,Supaul,26.126,86.605,India,IN,IND,Bihār,,2229076.0,1356015995
405,Vadodara,Vadodara,22.3,73.2,India,IN,IND,Gujarāt,,2065771.0,1356705249
409,Rājkot,Rajkot,22.3,70.7833,India,IN,IND,Gujarāt,,2043000.0,1356317190
411,Vishākhapatnam,Vishakhapatnam,17.7042,83.2978,India,IN,IND,Andhra Pradesh,,2035922.0,1356692563
419,Indore,Indore,22.7167,75.8472,India,IN,IND,Madhya Pradesh,,1994397.0,1356402812
433,Thāne,Thane,19.1972,72.9722,India,IN,IND,Mahārāshtra,,1886941.0,1356681152
449,Bhopāl,Bhopal,23.2599,77.4126,India,IN,IND,Madhya Pradesh,admin,1798218.0,1356734039
463,Pimpri-Chinchwad,Pimpri-Chinchwad,18.6186,73.8037,India,IN,IND,Mahārāshtra,,1727692.0,1356475483
470,Patna,Patna,25.594,85.1376,India,IN,IND,Bihār,admin,1684222.0,1356821429
483,Bilāspur,Bilaspur,22.09,82.15,India,IN,IND,Chhattīsgarh,,1625502.0,1356820491
486,Ludhiāna,Ludhiana,30.91,75.85,India,IN,IND,Punjab,,1618879.0,1356929498
493,Āgra,Agra,27.18,78.02,India,IN,IND,Uttar Pradesh,,1585704.0,1356187395
500,Madurai,Madurai,9.9252,78.1198,India,IN,IND,Tamil Nādu,minor,1561129.0,1356257289
503,Jamshedpur,Jamshedpur,22.7925,86.1842,India,IN,IND,Jhārkhand,,1558000.0,1356501259
507,Prayagraj,Prayagraj,25.4358,81.8464,India,IN,IND,Uttar Pradesh,,1536218.0,1356718332
526,Nāsik,Nasik,19.9975,73.7898,India,IN,IND,Mahārāshtra,,1486053.0,1356562598
550,Farīdābād,Faridabad,28.4211,77.3078,India,IN,IND,Haryāna,,1414050.0,1356013205
584,Meerut,Meerut,28.98,77.71,India,IN,IND,Uttar Pradesh,,1305429.0,1356390476
602,Jabalpur,Jabalpur,23.1667,79.9333,India,IN,IND,Madhya Pradesh,,1267564.0,1356115460
614,Kalyān,Kalyan,19.2502,73.1602,India,IN,IND,Mahārāshtra,,1246381.0,1356172246
623,Vasai-Virar,Vasai-Virar,19.3607,72.7956,India,IN,IND,Mahārāshtra,,1221233.0,1356707797
630,Najafgarh,Najafgarh,28.6092,76.9798,India,IN,IND,Delhi,,1203180.0,1356180206
636,Vārānasi,Varanasi,25.3189,83.0128,India,IN,IND,Uttar Pradesh,,1198491.0,1356145782
649,Srīnagar,Srinagar,34.09,74.79,India,IN,IND,Jammu and Kashmīr,admin,1180570.0,1356442950
652,Aurangābād,Aurangabad,19.88,75.32,India,IN,IND,Mahārāshtra,,1175116.0,1356840670
663,Dhanbād,Dhanbad,23.7998,86.4305,India,IN,IND,Jhārkhand,,1162472.0,1356103392
680,Amritsar,Amritsar,31.64,74.86,India,IN,IND,Punjab,,1132383.0,1356926507
683,Alīgarh,Aligarh,27.88,78.08,India,IN,IND,Uttar Pradesh,,1131160.0,1356076391
688,Guwāhāti,Guwahati,26.1722,91.7458,India,IN,IND,Assam,,1116267.0,1356593800
712,Hāora,Haora,22.58,88.3294,India,IN,IND,West Bengal,,1077075.0,1356986516
716,Rānchi,Ranchi,23.36,85.33,India,IN,IND,Jhārkhand,admin,1073440.0,1356110588
719,Gwalior,Gwalior,26.2124,78.1772,India,IN,IND,Madhya Pradesh,,1069276.0,1356363967
729,Chandīgarh,Chandigarh,30.75,76.78,India,IN,IND,Chandīgarh,admin,1055450.0,1356739179
732,Haldwāni,Haldwani,29.22,79.52,India,IN,IND,Uttarākhand,,1050000.0,1356040854
733,Vijayavāda,Vijayawada,16.5193,80.6305,India,IN,IND,Andhra Pradesh,,1048240.0,1356807575
742,Jodhpur,Jodhpur,26.28,73.02,India,IN,IND,Rājasthān,,1033918.0,1356727084
762,Raipur,Raipur,21.2444,81.6306,India,IN,IND,Chhattīsgarh,admin,1010087.0,1356374983
769,Kota,Kota,25.18,75.83,India,IN,IND,Rājasthān,,1001694.0,1356820310
773,Bareilly,Bareilly,28.364,79.415,India,IN,IND,Uttar Pradesh,,1000000.0,1356698199
799,Coimbatore,Coimbatore,11.0167,76.9556,India,IN,IND,Tamil Nādu,,959823.0,1356999503
804,Solāpur,Solapur,17.68,75.92,India,IN,IND,Mahārāshtra,,951558.0,1356314385
816,Hubli,Hubli,15.3502,75.1376,India,IN,IND,Karnātaka,,943788.0,1356422270
837,Trichinopoly,Trichinopoly,10.7903,78.7047,India,IN,IND,Tamil Nādu,,916857.0,1356884472
864,Morādābād,Moradabad,28.8319,78.7764,India,IN,IND,Uttar Pradesh,,889810.0,1356269375
877,Tiruppūr,Tiruppur,11.1085,77.3411,India,IN,IND,Tamil Nādu,,877778.0,1356539761
878,Gurgaon,Gurgaon,28.456,77.029,India,IN,IND,Haryāna,,876824.0,1356836043
883,Jalandhar,Jalandhar,31.2569,75.4432,India,IN,IND,Punjab,,873725.0,1356494816
919,Bhubaneshwar,Bhubaneshwar,20.2644,85.8281,India,IN,IND,Odisha,admin,837737.0,1356140143
938,Bhayandar,Bhayandar,19.29,72.85,India,IN,IND,Mahārāshtra,,809378.0,1356019118
980,Patiāla,Patiala,30.34,76.38,India,IN,IND,Punjab,,763280.0,1356458416
990,Shīshgarh,Shishgarh,28.72,79.32,India,IN,IND,Uttar Pradesh,,753815.0,1356494610
1000,Thiruvananthapuram,Thiruvananthapuram,8.5241,76.9366,India,IN,IND,Kerala,admin,743691.0,1356024354
1050,Bhiwandi,Bhiwandi,19.2967,73.0631,India,IN,IND,Mahārāshtra,,709665.0,1356763571
1054,Sahāranpur,Saharanpur,29.964,77.546,India,IN,IND,Uttar Pradesh,,705478.0,1356139858
1057,Warangal,Warangal,17.9689,79.5941,India,IN,IND,Telangāna,,704570.0,1356851618
1062,Shiliguri,Shiliguri,26.71,88.43,India,IN,IND,West Bengal,,701489.0,1356724691
1075,Salem,Salem,11.65,78.15,India,IN,IND,Tamil Nādu,,693236.0,1356567087
1102,Kochi,Kochi,9.9312,76.2673,India,IN,IND,Kerala,,677381.0,1356707865
1104,Dhūlia,Dhulia,20.8997,74.7697,India,IN,IND,Mahārāshtra,,675000.0,1356224695
1106,Gorakhpur,Gorakhpur,26.7637,83.4039,India,IN,IND,Uttar Pradesh,,673446.0,1356190221
1114,Guntūr,Guntur,16.3008,80.4428,India,IN,IND,Andhra Pradesh,,670073.0,1356374905
1115,Bhāngar,Bhangar,22.58,88.42,India,IN,IND,West Bengal,,670000.0,1356177796
1132,Narela,Narela,28.8527,77.0929,India,IN,IND,Delhi,,661994.0,1356542019
1137,Karaikandi,Karaikandi,24.8309,92.6143,India,IN,IND,Assam,,659260.0,1356669973
1164,Bhāvnagar,Bhavnagar,21.76,72.15,India,IN,IND,Gujarāt,,643365.0,1356982375
1173,Noida,Noida,28.57,77.32,India,IN,IND,Uttar Pradesh,,637272.0,1356002491
1193,Bhilai,Bhilai,21.21,81.38,India,IN,IND,Chhattīsgarh,,624700.0,1356098574
1195,Mangalore,Mangalore,12.8681,74.8425,India,IN,IND,Karnātaka,,623841.0,1356972351
1213,Bihtā,Bihta,25.5619,84.87,India,IN,IND,Bihār,,617427.0,1356234338
1236,Cuttack,Cuttack,20.5236,85.7881,India,IN,IND,Odisha,,606007.0,1356872061
1239,Salīmpur,Salimpur,26.3,83.9167,India,IN,IND,Uttar Pradesh,,604483.0,1356110964
1252,Raurkela,Raurkela,22.2492,84.8828,India,IN,IND,Odisha,,600000.0,1356096816
1253,Tumkūr,Tumkur,13.34,77.1,India,IN,IND,Karnātaka,,599078.0,1356033724
1281,Tenkāsi,Tenkasi,8.9564,77.3152,India,IN,IND,Tamil Nādu,,580000.0,1356465590
1287,Dehra Dūn,Dehra Dun,30.345,78.029,India,IN,IND,Uttarākhand,admin,578420.0,1356970407
1298,Kottayam,Kottayam,9.5916,76.5222,India,IN,IND,Kerala,,571856.0,1356307269
1310,Durgāpur,Durgapur,23.55,87.32,India,IN,IND,West Bengal,,566937.0,1356045686
1316,Āsansol,Asansol,23.68,86.99,India,IN,IND,West Bengal,,563917.0,1356093694
1317,Bokaro Steel City,Bokaro Steel City,23.67,86.15,India,IN,IND,Jhārkhand,,563417.0,1356201241
1320,Kolhāpur,Kolhapur,16.6917,74.2333,India,IN,IND,Mahārāshtra,,561489.0,1356110593
1324,Nava Raipur,Nava Raipur,21.161,81.787,India,IN,IND,Chhattīsgarh,,560000.0,1356090025
1336,Ajmer,Ajmer,26.4499,74.6399,India,IN,IND,Rājasthān,,551101.0,1356058258
1338,Nānded,Nanded,19.15,77.3,India,IN,IND,Mahārāshtra,,550439.0,1356722310
1342,Amrāvati,Amravati,20.9258,77.7647,India,IN,IND,Mahārāshtra,,549370.0,1356462099
1352,Nellore,Nellore,14.45,79.99,India,IN,IND,Andhra Pradesh,,547621.0,1356280972
1385,Dispur,Dispur,26.1397,91.7925,India,IN,IND,Assam,admin,534872.0,1356960169
1388,Gulbarga,Gulbarga,17.329,76.825,India,IN,IND,Karnātaka,,533587.0,1356091187
1396,Bīkaner,Bikaner,28.0181,73.3169,India,IN,IND,Rājasthān,,529007.0,1356026593
1412,Nāgercoil,Nagercoil,8.175,77.4306,India,IN,IND,Tamil Nādu,,522759.0,1356051733
1413,Agartala,Agartala,23.8314,91.2869,India,IN,IND,Tripura,admin,522613.0,1356148992
1432,Loni,Loni,28.75,77.28,India,IN,IND,Uttar Pradesh,,516082.0,1356528413
1435,Ujjain,Ujjain,23.17,75.79,India,IN,IND,Madhya Pradesh,,515215.0,1356050735
1449,Bhīlwāra,Bhilwara,25.35,74.63,India,IN,IND,Rājasthān,,509483.0,1356077831
1456,Jhānsi,Jhansi,25.4486,78.5696,India,IN,IND,Uttar Pradesh,,507000.0,1356712664
1458,Ulhāsnagar,Ulhasnagar,19.22,73.15,India,IN,IND,Mahārāshtra,,506098.0,1356375341
1461,Vellore,Vellore,12.9165,79.1325,India,IN,IND,Tamil Nādu,,504079.0,1356977661
1467,Jammu,Jammu,32.73,74.87,India,IN,IND,Jammu and Kashmīr,admin,502197.0,1356491738
1487,Purnea,Purnea,25.778,87.476,India,IN,IND,Bihār,,496830.0,1356486511
1514,Belgaum,Belgaum,15.85,74.5,India,IN,IND,Karnātaka,,488157.0,1356390535
1533,Mālegaon,Malegaon,20.55,74.55,India,IN,IND,Mahārāshtra,,481228.0,1356113556
1537,Jāmnagar,Jamnagar,22.47,70.07,India,IN,IND,Gujarāt,,479920.0,1356104995
1547,Bārdoli,Bardoli,21.12,73.12,India,IN,IND,Gujarāt,,475963.0,1356054525
1553,Gaya,Gaya,24.75,85.01,India,IN,IND,Bihār,,474093.0,1356045727
1576,Ambattūr,Ambattur,13.1143,80.1548,India,IN,IND,Tamil Nādu,,466205.0,1356685959
1590,Jalgaon,Jalgaon,21.004,75.568,India,IN,IND,Mahārāshtra,,460468.0,1356734842
1592,Chhatarpur,Chhatarpur,24.55,79.3527,India,IN,IND,Madhya Pradesh,,459943.0,1356776353
1601,Kurnool,Kurnool,15.83,78.05,India,IN,IND,Andhra Pradesh,,457633.0,1356058372
1617,Udaipur,Udaipur,24.58,73.68,India,IN,IND,Rājasthān,,451100.0,1356266094
1645,Mathura,Mathura,27.4924,77.6737,India,IN,IND,Uttar Pradesh,,441894.0,1356066081
1660,Sāngli,Sangli,16.853,74.583,India,IN,IND,Mahārāshtra,,436639.0,1356921375
1664,Davangere,Davangere,14.4666,75.9242,India,IN,IND,Karnātaka,,435125.0,1356445061
1670,Calicut,Calicut,11.2588,75.7804,India,IN,IND,Kerala,minor,431560.0,1356010401
1675,Bārāmati,Baramati,18.15,74.58,India,IN,IND,Mahārāshtra,,429600.0,1356106444
1687,Mothīhāri,Mothihari,26.65,84.9167,India,IN,IND,Bihār,,426158.0,1356540032
1689,Akola,Akola,20.7,77.0,India,IN,IND,Mahārāshtra,,425817.0,1356089496
1735,Bettiah,Bettiah,26.8014,84.5028,India,IN,IND,Bihār,,414453.0,1356590604
1749,Shorāpur,Shorapur,16.52,76.76,India,IN,IND,Karnātaka,,412291.0,1356512373
1753,Tinnevelly,Tinnevelly,8.7136,77.7567,India,IN,IND,Tamil Nādu,,411298.0,1356037155
1756,Bellary,Bellary,15.1,76.9167,India,IN,IND,Karnātaka,,410445.0,1356209152
1757,Bhāgalpur,Bhagalpur,25.25,87.0,India,IN,IND,Bihār,,410210.0,1356760990
1771,Padiāla,Padiala,30.802,76.593,India,IN,IND,Punjab,,406192.0,1356667176
1775,Delhi Cantonment,Delhi Cantonment,28.6,77.1333,India,IN,IND,Delhi,,405633.0,1356526853
1782,Salt Lake City,Salt Lake City,22.61,88.4,India,IN,IND,West Bengal,,403316.0,1356720205
1784,Etāwa,Etawa,24.18,78.2,India,IN,IND,Madhya Pradesh,,402678.0,1356950925
1786,Sonīpat,Sonipat,28.99,77.022,India,IN,IND,Haryāna,,402000.0,1356648808
1802,Quilon,Quilon,8.8932,76.6141,India,IN,IND,Kerala,,397419.0,1356304110
1803,Mulangodi,Mulangodi,9.0,76.6167,India,IN,IND,Kerala,,397419.0,1356160605
1804,Munro Turuttu,Munro Turuttu,9.0,76.6167,India,IN,IND,Kerala,,397419.0,1356163281
1846,Bairia,Bairia,25.7583,84.1489,India,IN,IND,Uttar Pradesh,,386745.0,1356189784
1850,Bhātpāra,Bhatpara,22.87,88.41,India,IN,IND,West Bengal,,386019.0,1356022456
1851,Kūkatpalli,Kukatpalli,17.4849,78.4138,India,IN,IND,Telangāna,,385821.0,1356553747
1853,Sirūr,Sirur,18.83,74.38,India,IN,IND,Mahārāshtra,,385414.0,1356926718
1861,Kākināda,Kakinada,16.9661,82.255,India,IN,IND,Andhra Pradesh,,384182.0,1356573609
1882,Pānihāti,Panihati,22.69,88.37,India,IN,IND,West Bengal,,377347.0,1356118632
1889,Rohtak,Rohtak,28.8909,76.5796,India,IN,IND,Haryāna,,374292.0,1356162915
1891,Māler Kotla,Maler Kotla,30.5167,75.8833,India,IN,IND,Punjab,,374000.0,1356847218
1923,Kolga,Kolga,22.35,82.68,India,IN,IND,Chhattīsgarh,,365253.0,1356470898
1924,Korba,Korba,22.3458,82.6963,India,IN,IND,Chhattīsgarh,,365253.0,1356093877
1952,Sīkar,Sikar,27.62,75.15,India,IN,IND,Rājasthān,,359293.0,1356163729
1959,Karūr,Karur,10.9601,78.0766,India,IN,IND,Tamil Nādu,,358468.0,1356837900
1961,Sasarām,Sasaram,24.95,84.03,India,IN,IND,Bihār,,358283.0,1356061200
1965,Karnāl,Karnal,29.686,76.989,India,IN,IND,Haryāna,,357334.0,1356145204
1970,Brahmapur,Brahmapur,19.315,84.7941,India,IN,IND,Odisha,,355823.0,1356569354
1971,Chānda,Chanda,19.95,79.3,India,IN,IND,Mahārāshtra,,355739.0,1356592607
2002,Ahmadnagar,Ahmadnagar,19.08,74.73,India,IN,IND,Mahārāshtra,,350859.0,1356972679
2012,Dāsarhalli,Dasarhalli,13.0465,77.513,India,IN,IND,Karnātaka,,349720.0,1356103194
2032,Shāhjānpur,Shahjanpur,27.88,79.91,India,IN,IND,Uttar Pradesh,,346103.0,1356415439
2034,Alamādi,Alamadi,13.1097,80.0972,India,IN,IND,Tamil Nādu,,345996.0,1356716431
2035,Āvadi,Avadi,13.1147,80.1098,India,IN,IND,Tamil Nādu,,345996.0,1356009111
2037,Khānāpur,Khanapur,15.6394,74.5083,India,IN,IND,Karnātaka,,345839.0,1356772159
2041,Hosūr,Hosur,12.7409,77.8253,India,IN,IND,Tamil Nādu,,345000.0,1356829362
2042,Cuddapah,Cuddapah,14.47,78.82,India,IN,IND,Andhra Pradesh,,344893.0,1356360140
2055,Rājahmundry,Rajahmundry,16.98,81.78,India,IN,IND,Andhra Pradesh,,341831.0,1356831716
2059,Alwar,Alwar,27.5498,76.6355,India,IN,IND,Rājasthān,,341422.0,1356570855
2084,Sambalpur,Sambalpur,21.47,83.97,India,IN,IND,Odisha,,335761.0,1356772339
2094,Muzaffarpur,Muzaffarpur,26.1225,85.3906,India,IN,IND,Bihār,,333200.0,1356897425
2118,Kāmārhāti,Kamarhati,22.6686,88.3704,India,IN,IND,West Bengal,,330211.0,1356676559
2127,Campīernagar,Campiernagar,27.029,83.2668,India,IN,IND,Uttar Pradesh,,329104.0,1356103973
2133,Bijāpur,Bijapur,16.83,75.71,India,IN,IND,Karnātaka,,327427.0,1356499139
2135,Tharād,Tharad,24.3926,71.6248,India,IN,IND,Gujarāt,,327289.0,1356055796
2139,Ratnāgiri,Ratnagiri,16.9944,73.3,India,IN,IND,Mahārāshtra,,327120.0,1356990175
2149,Rāmpur,Rampur,28.8,79.0,India,IN,IND,Uttar Pradesh,,325248.0,1356666569
2164,Shimoga,Shimoga,13.9333,75.5667,India,IN,IND,Karnātaka,,322650.0,1356016156
2171,Kāshīpur,Kashipur,29.22,78.95,India,IN,IND,Uttarākhand,,321623.0,1356044207
2181,Jūnāgadh,Junagadh,21.5222,70.4579,India,IN,IND,Gujarāt,,320250.0,1356057451
2202,Hāpur,Hapur,28.7309,77.7757,India,IN,IND,Uttar Pradesh,,317004.0,1356820012
2210,Trichūr,Trichur,10.5276,76.2144,India,IN,IND,Kerala,,315596.0,1356589298
2219,Barddhamān,Barddhaman,23.2333,87.8667,India,IN,IND,West Bengal,,314265.0,1356062166
2231,Panvel,Panvel,18.9944,73.1139,India,IN,IND,Mahārāshtra,,311434.0,1356424574
2234,Nizāmābād,Nizamabad,18.672,78.094,India,IN,IND,Telangāna,,311152.0,1356242168
2257,Parbhani,Parbhani,19.27,76.78,India,IN,IND,Mahārāshtra,,307170.0,1356632842
2259,Hisar,Hisar,29.15,75.7,India,IN,IND,Haryāna,,307024.0,1356004790
2265,Fatehpur,Fatehpur,27.98,74.95,India,IN,IND,Rājasthān,,305638.0,1356931375
2293,Oulgaret,Oulgaret,11.957,79.7737,India,IN,IND,Tamil Nādu,,300104.0,1356242623
2295,Ingrāj Bāzār,Ingraj Bazar,25.0119,88.1433,India,IN,IND,West Bengal,,300088.0,1356142829
2303,Bada Barabīl,Bada Barabil,22.12,85.4,India,IN,IND,Odisha,,300000.0,1356293872
2310,Dod Ballāpur,Dod Ballapur,13.292,77.543,India,IN,IND,Karnātaka,,299594.0,1356716579
2323,Bihār,Bihar,25.197,85.518,India,IN,IND,Bihār,,297268.0,1356002333
2331,Darbhanga,Darbhanga,26.17,85.9,India,IN,IND,Bihār,,296039.0,1356846195
2340,Sikandarābād,Sikandarabad,28.4512,77.6955,India,IN,IND,Uttar Pradesh,,294858.0,1356989226
2343,Pānīpat,Panipat,29.3875,76.97,India,IN,IND,Haryāna,,294292.0,1356526780
2351,Āīzawl,Aizawl,23.7272,92.7178,India,IN,IND,Mizoram,admin,293416.0,1356342768
2352,Bāli,Bali,22.65,88.34,India,IN,IND,West Bengal,,293373.0,1356113138
2358,Palni,Palni,10.45,77.5161,India,IN,IND,Tamil Nādu,,292301.0,1356384365
2365,Surajgarha,Surajgarha,25.25,86.23,India,IN,IND,Bihār,,290998.0,1356762117
2374,Karīmnagar,Karimnagar,18.4386,79.1288,India,IN,IND,Telangāna,,289821.0,1356578937
2377,Dewās,Dewas,22.96,76.06,India,IN,IND,Madhya Pradesh,,289550.0,1356065731
2382,Hugli,Hugli,22.9,88.39,India,IN,IND,West Bengal,,288506.0,1356109548
2383,Chunchura,Chunchura,22.9,88.39,India,IN,IND,West Bengal,,288506.0,1356979106
2385,Sonpur,Sonpur,25.7,85.18,India,IN,IND,Bihār,,288102.0,1356149014
2390,Ichalkaranji,Ichalkaranji,16.7,74.47,India,IN,IND,Mahārāshtra,,287570.0,1356651502
2393,Tirupati,Tirupati,13.65,79.42,India,IN,IND,Andhra Pradesh,,287482.0,1356362995
2405,Bhatinda,Bhatinda,30.23,74.9519,India,IN,IND,Punjab,,285813.0,1356343054
2407,Jālna,Jalna,19.8333,75.8833,India,IN,IND,Mahārāshtra,,285577.0,1356730545
2426,Satna,Satna,24.6005,80.8322,India,IN,IND,Madhya Pradesh,,283004.0,1356008295
2427,Sannai,Sannai,24.1582,80.751,India,IN,IND,Madhya Pradesh,,283004.0,1356009968
2451,Mau,Mau,25.9417,83.5611,India,IN,IND,Uttar Pradesh,,278745.0,1356238859
2456,Bārāsat,Barasat,22.72,88.48,India,IN,IND,West Bengal,,278435.0,1356644721
2471,Farrukhābād,Farrukhabad,27.39,79.581,India,IN,IND,Uttar Pradesh,,275754.0,1356776384
2476,Saugor,Saugor,23.83,78.71,India,IN,IND,Madhya Pradesh,,274556.0,1356781800
2479,Ratlām,Ratlam,23.334,75.037,India,IN,IND,Madhya Pradesh,,273892.0,1356241663
2497,Chopda,Chopda,21.25,75.3,India,IN,IND,Mahārāshtra,,271863.0,1356848092
2515,Handwāra,Handwara,34.3997,74.2817,India,IN,IND,Jammu and Kashmīr,,269311.0,1356080179
2517,Drug,Drug,21.19,81.28,India,IN,IND,Chhattīsgarh,,268806.0,1356910418
2534,Anantapur,Anantapur,14.68,77.599,India,IN,IND,Andhra Pradesh,,267161.0,1356296545
2557,Imphāl,Imphal,24.8074,93.9384,India,IN,IND,Manipur,admin,264986.0,1356107172
2577,Jagdalpur,Jagdalpur,19.18,81.92,India,IN,IND,Chhattīsgarh,,263000.0,1356443381
2585,Arrah,Arrah,25.5514,84.6603,India,IN,IND,Bihār,,261430.0,1356085605
2618,Etāwah,Etawah,26.77,79.03,India,IN,IND,Uttar Pradesh,,256838.0,1356241312
2625,Malkājgiri,Malkajgiri,17.4519,78.5362,India,IN,IND,Telangāna,,255899.0,1356092535
2642,Tuni,Tuni,17.35,82.55,India,IN,IND,Andhra Pradesh,,254425.0,1356073049
2649,Rāpar,Rapar,23.57,70.63,India,IN,IND,Gujarāt,,253137.0,1356119017
2650,Samāstipur,Samastipur,25.8629,85.7811,India,IN,IND,Bihār,,253136.0,1356801161
2657,Bharatpur,Bharatpur,27.22,77.48,India,IN,IND,Rājasthān,,252342.0,1356168278
2659,Begusarai,Begusarai,25.42,86.13,India,IN,IND,Bihār,,252008.0,1356619346
2666,Jūnāgarh,Junagarh,19.8599,82.9338,India,IN,IND,Odisha,,251842.0,1356057455
2671,Nedumana,Nedumana,8.9139,76.6889,India,IN,IND,Kerala,,251384.0,1356161987
2695,New Delhi,New Delhi,28.6139,77.2089,India,IN,IND,Delhi,primary,249998.0,1356215164
2702,Tiruvottiyūr,Tiruvottiyur,13.16,80.3,India,IN,IND,Tamil Nādu,,249446.0,1356964110
2706,Rāmnagar,Ramnagar,27.17,84.32,India,IN,IND,Bihār,,249102.0,1356673115
2709,Gāndhīdhām,Gandhidham,23.08,70.13,India,IN,IND,Gujarāt,,248705.0,1356140913
2712,Salūmbar,Salumbar,24.08,74.02,India,IN,IND,Rājasthān,,248337.0,1356580244
2738,Krishnarājpur,Krishnarajpur,13.012,77.6951,India,IN,IND,Karnātaka,,245797.0,1356007149
2740,Nelamangala,Nelamangala,13.102,77.374,India,IN,IND,Karnātaka,,245624.0,1356943451
2751,Puducherry,Puducherry,11.9167,79.8167,India,IN,IND,Puducherry,admin,244377.0,1356368903
2767,Rāmgundam,Ramgundam,18.7639,79.475,India,IN,IND,Telangāna,,242979.0,1356590864
2768,Pālanpur,Palanpur,24.1722,72.4333,India,IN,IND,Gujarāt,,242936.0,1356412186
2773,Pandharpur,Pandharpur,17.6778,75.3278,India,IN,IND,Mahārāshtra,,242515.0,1356852072
2787,Masaurhi Buzurg,Masaurhi Buzurg,25.35,85.02,India,IN,IND,Bihār,,241216.0,1356191575
2791,Katihār,Katihar,25.53,87.58,India,IN,IND,Bihār,,240565.0,1356099841
2799,Byatarayanpur,Byatarayanpur,13.0659,77.5922,India,IN,IND,Karnātaka,,239902.0,1356590852
2800,Ahor,Ahor,25.367,72.783,India,IN,IND,Rājasthān,,239642.0,1356319779
2816,Tuticorin,Tuticorin,8.7642,78.1348,India,IN,IND,Tamil Nādu,,237830.0,1356751023
2818,Gangānagar,Ganganagar,29.92,73.88,India,IN,IND,Rājasthān,,237780.0,1356431302
2835,Tinkhang,Tinkhang,27.23,95.17,India,IN,IND,Assam,,236571.0,1356170627
2836,Rewa,Rewa,24.53,81.3,India,IN,IND,Madhya Pradesh,,236519.0,1356642255
2852,Uluberiya,Uluberiya,22.47,88.11,India,IN,IND,West Bengal,,235345.0,1356354610
2853,Bulandshahr,Bulandshahr,28.4069,77.8497,India,IN,IND,Uttar Pradesh,,235310.0,1356067648
2870,Chauhanpatti,Chauhanpatti,25.15,82.6,India,IN,IND,Uttar Pradesh,,233691.0,1356457777
2878,Cannanore,Cannanore,11.8745,75.3704,India,IN,IND,Kerala,,232486.0,1356147157
2879,Rāichūr,Raichur,16.2,77.37,India,IN,IND,Karnātaka,,232456.0,1356217280
2885,Machilīpatnam,Machilipatnam,16.17,81.13,India,IN,IND,Andhra Pradesh,,232000.0,1356067784
2906,Pāli,Pali,25.77,73.33,India,IN,IND,Rājasthān,,229956.0,1356212172
2907,Songadh,Songadh,21.167,73.564,India,IN,IND,Gujarāt,,229782.0,1356550633
2909,Gadda Madiral,Gadda Madiral,18.7519,79.5133,India,IN,IND,Telangāna,,229644.0,1356055274
2914,Miriālgūda,Mirialguda,16.8667,79.5833,India,IN,IND,Telangāna,,228891.0,1356570698
2917,Haridwār,Haridwar,29.945,78.163,India,IN,IND,Uttarākhand,,228832.0,1356090741
2920,Vizianagaram,Vizianagaram,18.1159,83.406,India,IN,IND,Andhra Pradesh,,228720.0,1356212761
2927,Rāisinghnagar,Raisinghnagar,29.5342,73.4477,India,IN,IND,Rājasthān,,228330.0,1356007573
2929,Pāthardi,Pathardi,19.17,75.18,India,IN,IND,Mahārāshtra,,228279.0,1356126088
2933,Mel Pālaiyam,Mel Palaiyam,8.7,77.7069,India,IN,IND,Tamil Nādu,,227895.0,1356249420
2939,Khatīma,Khatima,28.92,79.97,India,IN,IND,Uttarākhand,,227226.0,1356442679
2942,Petlād,Petlad,22.47,72.8,India,IN,IND,Gujarāt,,227031.0,1356943594
2963,Nadiād,Nadiad,22.69,72.86,India,IN,IND,Gujarāt,,225132.0,1356992385
